"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-13","2019","01","13","","-7.5","","-16.7","","-12.1","","30.1","","0.0","","0.0","","0.0","","0.0","","16","","31","","37",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-14","2019","01","14","","-6.4","","-21.0","","-13.7","","31.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-15","2019","01","15","","-5.1","","-18.6","","-11.9","","29.9","","0.0","","0.0","","0.0","","0.0","","","","34","","35",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-16","2019","01","16","","0.8","","-19.9","","-9.6","","27.6","","0.0","","0.0","","2.2","","2.2","","16","","20","","59",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-17","2019","01","17","","-7.0","","-23.1","","-15.1","","33.1","","0.0","","0.0","","0.0","","0.0","","16","","33","","55",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-18","2019","01","18","","-0.1","","-18.3","","-9.2","","27.2","","0.0","","0.0","","2.2","","2.2","","15","","29","","37",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-19","2019","01","19","","-1.4","","-15.7","","-8.6","","26.6","","0.0","","0.0","","2.2","","2.2","","16","","31","","59",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-20","2019","01","20","","9.3","","-15.3","","-3.0","","21.0","","0.0","","21.6","","16.0","","37.6","","20","","8","","65",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-21","2019","01","21","","","M","","M","","M","","M","","M","0.2","","9.2","","9.4","","12","","33","","50",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-22","2019","01","22","","-9.4","","-15.8","","-12.6","","30.6","","0.0","","0.0","","0.4","","0.4","","17","","32","","68",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-23","2019","01","23","","3.7","","-16.6","","-6.5","","24.5","","0.0","","2.4","","1.4","","3.8","","17","","20","","48",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-24","2019","01","24","","10.2","","3.4","","6.8","","11.2","","0.0","","25.2","","0.0","","25.2","","14","","19","","111",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-25","2019","01","25","","6.3","","-4.6","","0.9","","17.1","","0.0","","4.0","","0.0","T","4.0","","3","","28","","42",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-26","2019","01","26","","-2.7","","-9.2","","-6.0","","24.0","","0.0","","0.0","","0.0","T","0.0","T","3","","","M","","M"
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-27","2019","01","27","","2.9","","-9.8","","-3.5","","21.5","","0.0","","0.0","T","0.0","","0.0","T","3","","18","","46",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-28","2019","01","28","","3.4","","-14.6","","-5.6","","23.6","","0.0","","0.0","","0.0","","0.0","","3","","35","","46",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-29","2019","01","29","","-4.5","","-17.9","","-11.2","","29.2","","0.0","","0.0","","0.0","T","0.0","T","3","","3","","37",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-30","2019","01","30","","3.0","","-12.8","","-4.9","","22.9","","0.0","","1.2","","4.4","","5.6","","5","","22","","61",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-01-31","2019","01","31","","-9.0","","-15.6","","-12.3","","30.3","","0.0","","0.0","","5.4","","5.4","","10","","34","","54",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-01","2019","02","01","","-9.8","","-15.4","","-12.6","","30.6","","0.0","","0.0","","0.0","","0.0","","10","","26","","52",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-02","2019","02","02","","-8.5","","-18.2","","-13.4","","31.4","","0.0","","0.0","","0.0","T","0.0","T","10","E","31","","37",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-03","2019","02","03","","-5.4","","-15.7","","-10.6","","28.6","","0.0","","0.0","","0.0","","0.0","","","","32","","35",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-04","2019","02","04","","3.5","","-5.9","","-1.2","","19.2","","0.0","","0.4","","0.2","","0.6","","11","","21","","54",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-05","2019","02","05","","5.4","","0.0","","2.7","","15.3","","0.0","","0.0","","0.0","","0.0","","","","34","","50",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-06","2019","02","06","","0.0","","-6.7","","-3.4","","21.4","","0.0","","0.0","","0.0","","0.0","","","","34","","55",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-07","2019","02","07","","-1.4","","-5.6","","-3.5","","21.5","","0.0","","0.0","","3.2","","3.2","","3","","11","","41",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-08","2019","02","08","","3.5","","-2.5","","0.5","","17.5","","0.0","","8.6","","0.0","","8.6","","3","","28","","59",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-09","2019","02","09","","-2.4","","-10.6","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","1","","31","","71",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-10","2019","02","10","","-5.6","","-11.7","","-8.7","","26.7","","0.0","","0.0","","0.0","","0.0","","1","","31","","55",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-11","2019","02","11","","-7.8","","-14.9","","-11.4","","29.4","","0.0","","0.0","","0.0","","0.0","","1","","34","","68",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-12","2019","02","12","","-3.0","","-15.9","","-9.5","","27.5","","0.0","","0.0","","0.0","T","0.0","T","1","","36","","41",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-13","2019","02","13","","-2.5","","-8.9","","-5.7","","23.7","","0.0","","0.3","","17.2","","17.5","","10","","9","","85",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-14","2019","02","14","","-3.8","","-14.9","","-9.4","","27.4","","0.0","","0.0","","0.0","","0.0","","16","","32","","46",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-15","2019","02","15","","5.8","","-19.1","","-6.7","","24.7","","0.0","","23.8","","1.0","","24.8","","16","","12","","54",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-16","2019","02","16","","6.6","","-6.0","","0.3","","17.7","","0.0","","12.8","","0.0","","12.8","","8","","20","","65",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-17","2019","02","17","","-4.6","","-11.8","","-8.2","","26.2","","0.0","","0.0","","0.0","","0.0","","8","","33","","45",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-18","2019","02","18","","-6.6","","-13.9","","-10.3","","28.3","","0.0","","0.0","","0.0","","0.0","","8","","32","","45",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-19","2019","02","19","","-9.1","","-16.4","","-12.8","","30.8","","0.0","","0.0","","0.0","","0.0","","8","","34","","59",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-20","2019","02","20","","-7.3","","-15.8","","-11.6","","29.6","","0.0","","0.0","","0.0","","0.0","","8","","31","","55",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-21","2019","02","21","","-0.5","","-12.8","","-6.7","","24.7","","0.0","","1.0","","7.2","","8.2","","10","","32","","52",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-22","2019","02","22","","-1.6","","-14.4","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","14","","32","","39",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-23","2019","02","23","","-2.1","","-16.6","","-9.4","","27.4","","0.0","","0.0","","0.0","","0.0","","14","E","33","","45",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-24","2019","02","24","","-0.7","","-16.0","","-8.4","","26.4","","0.0","","0.0","","15.6","","14.6","","14","","11","","89",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-25","2019","02","25","","2.1","","-10.4","","-4.2","","22.2","","0.0","","3.0","","3.6","","6.6","","30","","32","","71",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-26","2019","02","26","","-9.6","","-17.4","","-13.5","","31.5","","0.0","","0.0","","0.0","","0.0","","18","","29","","84",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-27","2019","02","27","","-9.1","","-18.9","","-14.0","","32.0","","0.0","","0.0","","0.0","","0.0","","18","","31","","72",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-02-28","2019","02","28","","-7.3","","-18.0","","-12.7","","30.7","","0.0","","0.0","","0.0","","0.0","","18","","30","","50",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-01","2019","03","01","","-1.5","","-13.0","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","17","","21","","45",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-02","2019","03","02","","0.6","","-15.1","","-7.3","","25.3","","0.0","","0.0","","0.0","T","0.0","T","15","","36","","33",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-03","2019","03","03","","1.0","","-8.6","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","15","","21","","32",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-04","2019","03","04","","-1.4","","-7.6","","-4.5","","22.5","","0.0","","0.6","","26.4","","27.0","","18","","36","","54",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-05","2019","03","05","","-3.3","","-18.6","","-11.0","","29.0","","0.0","","0.0","","0.2","","0.2","","35","","28","","39",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-06","2019","03","06","","-6.1","","-21.0","","-13.6","","31.6","","0.0","","0.0","","0.4","","0.4","","35","","31","","39",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-07","2019","03","07","","-9.4","","-25.1","","-17.3","","35.3","","0.0","","0.0","","0.0","T","0.0","T","36","","31","","37",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-08","2019","03","08","","-2.3","","-27.5","","-14.9","","32.9","","0.0","","0.0","","0.0","","0.0","","","","21","","48",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-09","2019","03","09","","0.4","","-18.2","","-8.9","","26.9","","0.0","","0.0","","0.0","","0.0","","35","","33","","55",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-10","2019","03","10","","1.6","","-22.5","","-10.5","","28.5","","0.0","","0.2","","9.8","","10.0","","40","E","10","","59",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-11","2019","03","11","","5.3","","-1.6","","1.9","","16.1","","0.0","","0.4","","0.0","T","0.4","","38","","14","","61",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-12","2019","03","12","","2.9","","-4.8","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","35","","33","","35",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-13","2019","03","13","","2.2","","-8.0","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","30","","21","","35",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-14","2019","03","14","","5.0","","-10.1","","-2.6","","20.6","","0.0","","0.0","","0.0","","0.0","","28","","20","","37",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-15","2019","03","15","","7.3","","0.1","","3.7","","14.3","","0.0","","5.7","","7.2","","12.9","","20","","20","","74",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-16","2019","03","16","","7.8","","-4.0","","1.9","","16.1","","0.0","","1.2","","0.0","","1.2","","8","","31","","54",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-17","2019","03","17","","-0.5","","-7.6","","-4.1","","22.1","","0.0","","0.0","","0.0","","0.0","","6","","27","","50",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-18","2019","03","18","","0.3","","-11.5","","-5.6","","23.6","","0.0","","0.0","","0.0","","0.0","","5","","24","","42",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-19","2019","03","19","","0.5","","-13.8","","-6.7","","24.7","","0.0","","0.0","","0.0","","0.0","","","","27","","37",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-20","2019","03","20","","1.6","","-15.6","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","5","","21","","45",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-21","2019","03","21","","4.1","","-4.6","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","5","","21","","58",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-22","2019","03","22","","6.1","","-1.0","","2.6","","15.4","","0.0","","16.8","","0.4","","17.2","","5","","10","","78",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-23","2019","03","23","","3.5","","0.9","","2.2","","15.8","","0.0","","10.0","","0.6","","10.6","","3","","32","","58",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-24","2019","03","24","","6.7","","-1.5","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","2","","22","","50",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-25","2019","03","25","","2.6","","-7.7","","-2.6","","20.6","","0.0","","0.0","","0.0","","0.0","","2","","26","","50",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-26","2019","03","26","","0.2","","-11.2","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","","","31","","41",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-27","2019","03","27","","2.8","","-13.5","","-5.4","","23.4","","0.0","","0.0","","0.0","","0.0","","2","","16","","39",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-28","2019","03","28","","3.3","","-5.1","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","2","","19","","67",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-29","2019","03","29","","4.5","","1.9","","3.2","","14.8","","0.0","","6.4","","0.0","","6.4","","2","","20","","45",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-30","2019","03","30","","6.2","","1.0","","3.6","","14.4","","0.0","","0.0","T","0.0","","0.0","T","1","","11","","37",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-03-31","2019","03","31","","17.4","","5.5","","11.5","","6.5","","0.0","","12.0","","0.0","","12.0","","0","T","20","","55",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-01","2019","04","01","","5.6","","-3.0","","1.3","","16.7","","0.0","","9.2","","0.6","","9.8","","","","31","","58",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-02","2019","04","02","","5.4","","-4.5","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","","","19","","65",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-03","2019","04","03","","2.8","","-0.3","","1.3","","16.7","","0.0","","37.9","","1.1","","39.0","","1","","34","","63",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-04","2019","04","04","","3.7","","-2.9","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","","","27","","76",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-05","2019","04","05","","5.9","","-4.8","","0.6","","17.4","","0.0","","0.0","","0.0","","0.0","","0","T","33","","71",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-06","2019","04","06","","5.1","","-2.9","","1.1","","16.9","","0.0","","1.4","","2.8","","4.2","","2","","22","","48",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-07","2019","04","07","","11.8","","-4.5","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","2","","30","","48",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-08","2019","04","08","","-0.5","","-3.9","","-2.2","","20.2","","0.0","","0.0","","9.0","","9.0","","0","T","7","","37",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-09","2019","04","09","","0.4","","-4.8","","-2.2","","20.2","","0.0","","0.0","","3.0","","3.0","","11","","","M","","M"
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-10","2019","04","10","","2.4","","-2.7","","-0.2","","18.2","","0.0","","0.0","","2.4","","2.4","","14","","35","","33",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-11","2019","04","11","","10.1","","-4.3","","2.9","","15.1","","0.0","","0.0","","0.0","","0.0","","11","","33","","33",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-12","2019","04","12","","11.9","","-6.2","","2.9","","15.1","","0.0","","0.0","T","0.0","","0.0","T","3","","19","","35",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-13","2019","04","13","","8.3","","2.1","","5.2","","12.8","","0.0","","13.2","","0.0","","13.2","","","","23","","35",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-14","2019","04","14","","13.7","","-1.3","","6.2","","11.8","","0.0","","0.4","","0.0","","0.4","","","","22","","46",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-15","2019","04","15","","10.4","","3.9","","7.2","","10.8","","0.0","","42.0","","0.0","","42.0","","","","17","","65",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-16","2019","04","16","","7.1","","1.2","","4.2","","13.8","","0.0","","4.2","","0.6","","4.8","","","","31","","68",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-17","2019","04","17","","10.0","","-4.9","","2.6","","15.4","","0.0","","0.0","","0.2","","0.2","","","","34","","45",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-18","2019","04","18","","11.3","","-5.8","","2.8","","15.2","","0.0","","5.5","","0.0","","5.5","","","","18","","46",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-19","2019","04","19","","9.4","","3.4","","6.4","","11.6","","0.0","","12.8","","0.0","","12.8","","","","21","","67",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-20","2019","04","20","","11.3","","7.6","","9.5","","8.5","","0.0","","14.6","","0.0","","14.6","","","","22","","48",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-21","2019","04","21","","14.5","","6.5","","10.5","","7.5","","0.0","","5.4","","0.0","","5.4","","","","22","","63",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-22","2019","04","22","","14.3","","6.4","","10.4","","7.6","","0.0","","1.6","","0.0","","1.6","","","","7","","32",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-23","2019","04","23","","7.6","","1.8","","4.7","","13.3","","0.0","","23.4","","0.0","","23.4","","","","5","","45",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-24","2019","04","24","","6.3","","0.2","","3.3","","14.7","","0.0","","4.5","","0.0","","4.5","","","","35","","39",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-25","2019","04","25","","7.0","","-3.3","","1.9","","16.1","","0.0","","0.2","","0.2","","0.4","","","","35","","50",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-26","2019","04","26","","9.6","","-3.2","","3.2","","14.8","","0.0","","1.1","","0.0","","1.1","","","","10","","55",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-27","2019","04","27","","10.5","","2.3","","6.4","","11.6","","0.0","","14.2","","0.0","","14.2","","","","10","","68",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-28","2019","04","28","","8.9","","1.4","","5.2","","12.8","","0.0","","0.8","","0.0","","0.8","","","","23","","39",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-29","2019","04","29","","9.4","","-0.8","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","","","28","","58",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-04-30","2019","04","30","","12.1","","-0.3","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","","","32","","48",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-01","2019","05","01","","12.1","","0.4","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","","","33","","54",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-02","2019","05","02","","12.5","","-3.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","","","31","","32",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-03","2019","05","03","","12.3","","-3.7","","4.3","","13.7","","0.0","","4.8","","0.0","","4.8","","","","22","","33",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-04","2019","05","04","","11.0","","0.3","","5.7","","12.3","","0.0","","1.2","","0.0","","1.2","","","","","M","","M"
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-05","2019","05","05","","18.6","","-0.3","","9.2","","8.8","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-06","2019","05","06","","18.4","","0.9","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","","","15","","35",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-07","2019","05","07","","14.1","","-1.7","","6.2","","11.8","","0.0","","8.4","","0.0","","8.4","","","","21","","48",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-08","2019","05","08","","12.9","","1.7","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","","","36","","55",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-09","2019","05","09","","14.7","","0.4","","7.6","","10.4","","0.0","","0.0","","0.0","","0.0","","","","36","","42",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-10","2019","05","10","","6.0","","-0.5","","2.8","","15.2","","0.0","","16.2","","0.0","","16.2","","","","16","","35",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-11","2019","05","11","","16.3","","5.3","","10.8","","7.2","","0.0","","0.2","","0.0","","0.2","","","","32","","65",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-12","2019","05","12","","15.5","","-0.7","","7.4","","10.6","","0.0","","0.0","","0.0","","0.0","","","","32","","50",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-13","2019","05","13","","10.2","","-0.8","","4.7","","13.3","","0.0","","0.0","","0.0","","0.0","","","","9","","46",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-14","2019","05","14","","7.8","","1.9","","4.9","","13.1","","0.0","","3.0","","0.0","","3.0","","","","9","","61",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-15","2019","05","15","","6.5","","2.2","","4.4","","13.6","","0.0","","3.0","","0.0","","3.0","","","","36","","39",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-16","2019","05","16","","9.6","","2.3","","6.0","","12.0","","0.0","","1.8","","0.0","","1.8","","","","","M","","M"
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-17","2019","05","17","","12.4","","4.5","","8.5","","9.5","","0.0","","2.4","","0.0","","2.4","","","","10","","39",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-18","2019","05","18","","12.8","","-0.3","","6.3","","11.7","","0.0","","0.4","","0.0","","0.4","","","","1","","50",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-19","2019","05","19","","15.0","","0.3","","7.7","","10.3","","0.0","","0.8","","0.0","","0.8","","","","","","","M"
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-20","2019","05","20","","12.2","","6.9","","9.6","","8.4","","0.0","","22.4","","0.0","","22.4","","","","14","","41",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-21","2019","05","21","","10.9","","3.6","","7.3","","10.7","","0.0","","6.4","","0.0","","6.4","","","","36","","59",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-22","2019","05","22","","12.7","","0.6","","6.7","","11.3","","0.0","","0.2","","0.0","","0.2","","","","36","","58",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-23","2019","05","23","","17.1","","-1.0","","8.1","","9.9","","0.0","","1.2","","0.0","","1.2","","","","21","","37",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-24","2019","05","24","","14.4","","0.0","","7.2","","10.8","","0.0","","30.6","","0.0","","30.6","","","","7","","52",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-25","2019","05","25","","21.3","","-1.2","","10.1","","7.9","","0.0","","0.0","","0.0","","0.0","","","","21","","37",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-26","2019","05","26","","9.9","","7.5","","8.7","","9.3","","0.0","","15.8","","0.0","","15.8","","","","18","","37",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-27","2019","05","27","","15.9","","2.6","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","35","","35",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-05-28","2019","05","28","","14.3","","-1.1","","6.6","","11.4","","0.0","","0.0","","0.0","","0.0","","","","20","","42",""
