"STATION","NAME","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"CA002101300","WHITEHORSE A, YT CA","2002-06","0","0","5","1","0","0","0","1","0","8","0","32","0","0.0","0.35","76","12722","335","0.50","0.0","53.8","66.4","41.3"
"CA002101300","WHITEHORSE A, YT CA","2002-07","0","0","10","5","0","0","0","0","0","15","0","37","0","0.0","0.30","79","256","256","1.24","0.0","56.7","68.6","44.9"
"CA002101300","WHITEHORSE A, YT CA","2002-08","0","0","14","6","0","0","0","2","0","3","0","31","0","0.0","0.29","77","605","349","1.69","0.0","53.7","63.5","44.0"
"CA002101300","WHITEHORSE A, YT CA","2002-09","0","0","7","4","0","0","0","11","0","0","0","25","0","0.0","0.53","65","1191","586","1.08","0.0","45.5","55.5","35.5"
"CA002101300","WHITEHORSE A, YT CA","2002-10","0","0","6","0","0","0","0","15","0","0","0","17","0","0.7","0.07","57","2010","819","0.23","1.5","38.6","44.7","32.4"
"CA002101300","WHITEHORSE A, YT CA","2002-11","0","0","5","2","1","2","0","27","13","0","0","13","2","1.3","0.11","51","3075","1066","0.32","3.0","29.5","34.1","24.9"
"CA002101300","WHITEHORSE A, YT CA","2002-12","0","0","7","1","18","4","4","31","23","0","0","-11","6","1.5","0.11","36","4614","1538","0.37","6.7","15.4","20.5","10.3"
"CA002101300","WHITEHORSE A, YT CA","2003-01","0","0","9","3","31","3","11","31","27","0","0","-39","13","5.3","0.35","40","6417","1804","0.92","13.2","6.8","13.9","-0.3"
"CA002101300","WHITEHORSE A, YT CA","2003-02","0","0","5","0","28","2","6","28","20","0","0","-23","11","1.4","0.05","40","7795","1377","0.17","3.5","15.8","23.3","8.3"
"CA002101300","WHITEHORSE A, YT CA","2003-03","0","0","7","3","29","3","10","31","12","0","0","-30","12","2.6","0.19","42","9310","1515","0.71","8.9","16.1","26.5","5.8"
"CA002101300","WHITEHORSE A, YT CA","2003-04","0","0","0","0","15","0","5","26","5","1","0","-13","8","0.0","0.00","70","10255","945","0.00","0.0","33.5","46.4","20.6"
"CA002101300","WHITEHORSE A, YT CA","2003-05","0","0","2","0","0","0","0","21","0","0","0","22","0","0.1","0.07","67","10929","674","0.09","0.1","43.2","55.4","31.1"
"CA002101300","WHITEHORSE A, YT CA","2003-06","0","0","10","3","0","0","0","2","0","3","0","29","0","0.0","0.30","73","11295","366","0.97","0.0","52.8","64.2","41.3"
"CA002101300","WHITEHORSE A, YT CA","2003-07","3","3","8","5","0","0","0","0","0","20","0","37","0","0.0","0.61","82","169","169","1.35","0.0","59.6","71.7","47.6"
"CA002101300","WHITEHORSE A, YT CA","2003-08","3","0","9","3","0","0","0","1","0","5","0","32","0","0.0","0.19","82","514","345","0.74","0.0","53.9","65.1","42.6"
"CA002101300","WHITEHORSE A, YT CA","2003-09","3","0","14","6","1","1","0","10","0","0","0","20","4","3.6","0.35","64","1180","665","1.61","5.2","42.8","50.8","34.8"
"CA002101300","WHITEHORSE A, YT CA","2003-10","3","0","6","2","0","1","0","20","2","0","0","6","0","1.0","0.12","67","2039","859","0.39","1.1","37.3","45.7","28.9"
"CA002101300","WHITEHORSE A, YT CA","2003-11","3","0","15","4","16","4","12","30","24","0","0","-22","9","2.7","0.21","44","3630","1591","1.07","13.0","11.9","19.5","4.4"
"CA002101300","WHITEHORSE A, YT CA","2003-12","3","0","10","3","31","4","10","30","24","0","0","-24","7","2.5","0.19","39","5288","1658","0.83","9.7","11.5","18.4","4.6"
"CA002101300","WHITEHORSE A, YT CA","2004-01","0","0","14","1","31","1","24","31","30","0","0","-50","14","2.5","0.25","38","7563","2275","0.85","8.5","-8.4","-1.0","-15.7"
"CA002101300","WHITEHORSE A, YT CA","2004-02","0","0","3","0","29","0","5","29","15","0","0","-22","12","0.6","0.06","41","8835","1272","0.13","1.3","21.1","30.3","12.0"
"CA002101300","WHITEHORSE A, YT CA","2004-03","0","0","11","1","31","1","7","30","16","0","0","-15","9","2.2","0.14","40","10168","1333","0.61","7.4","20.6","30.3","10.8"
"CA002101300","WHITEHORSE A, YT CA","2004-04","0","0","2","1","4","1","0","27","1","0","0","8","7","1.7","0.14","69","11027","859","0.17","2.0","36.4","46.3","26.5"
"CA002101300","WHITEHORSE A, YT CA","2004-05","0","0","8","3","0","0","0","8","0","2","0","24","0","0.0","0.30","73","11537","511","0.75","0.0","48.5","60.0","37.0"
"CA002101300","WHITEHORSE A, YT CA","2004-06","63","63","6","3","0","0","0","1","0","21","5","31","0","0.0","0.66","92","11699","162","1.20","0.0","61.7","75.5","47.9"
"CA002101300","WHITEHORSE A, YT CA","2004-07","67","4","10","3","0","0","0","0","0","19","0","41","0","0.0","0.40","82","151","151","0.96","0.0","60.3","71.7","48.9"
"CA002101300","WHITEHORSE A, YT CA","2004-08","68","0","10","3","0","0","0","0","0","17","0","36","0","0.0","0.38","83","352","202","1.19","0.0","58.5","70.6","46.4"
"CA002101300","WHITEHORSE A, YT CA","2004-09","68","0","10","4","0","0","0","10","0","0","0","21","0","0.0","0.36","67","1033","681","1.24","0.0","42.3","50.6","34.0"
"CA002101300","WHITEHORSE A, YT CA","2004-10","68","0","12","4","7","2","0","20","9","0","0","2","4","2.9","0.31","57","2025","992","1.33","5.7","33.0","40.0","26.1"
"CA002101300","WHITEHORSE A, YT CA","2004-11","68","0","6","3",,"4","4","30","17","0","0","-13",,"3.1","0.33","42","3338","1313","0.97","9.3","21.2","28.6","13.9"
"CA002101300","WHITEHORSE A, YT CA","2004-12","68","0","11","2","31","3","14","29","19","0","0","-41","11","4.5","0.39","51","4974","1637","0.96","10.4","12.2","20.7","3.7"
"CA002101300","WHITEHORSE A, YT CA","2005-01","0","0","12","8","30","8","20","31","29","0","0","-52","18","4.1","0.29","36","7027","2053","1.76","22.0","-3.6","3.5","-10.6"
"CA002101300","WHITEHORSE A, YT CA","2005-02","0","0","9","1","26","2","11","28","18","0","0","-29","19","1.7","0.12","40","8474","1447","0.42","4.7","13.3","21.3","5.4"
"CA002101300","WHITEHORSE A, YT CA","2005-03","0","0","2","0","29","0","2","29","7","0","0","-6","8","0.6","0.05","51","9597","1123","0.09","1.0","28.8","37.2","20.4"
"CA002101300","WHITEHORSE A, YT CA","2005-04","0","0","7","2","7","3","0","24","0","0","0","15","5","3.2","0.28","69","10431","835","0.76","7.4","37.2","46.9","27.4"
"CA002101300","WHITEHORSE A, YT CA","2005-05","0","0","7","4","0","0","0","10","0","4","0","18","0","0.0","0.30","72","10914","482","0.80","0.0","49.4","62.9","35.9"
"CA002101300","WHITEHORSE A, YT CA","2005-06","0","0","11","7","0","0","0","0","0","10","0","33","0","0.0","1.06","77","11211","297","3.24","0.0","55.1","67.3","42.9"
"CA002101300","WHITEHORSE A, YT CA","2005-07","0","0","10","3","0","0","0","0","0","10","0","38","0","0.0","0.81","75","259","259","1.63","0.0","56.7","67.2","46.1"
"CA002101300","WHITEHORSE A, YT CA","2005-08","2","2","14","7","0","0","0","0","0","9","0","38","0","0.0","0.30","85","549","290","1.57","0.0","55.7","65.4","45.9"
"CA002101300","WHITEHORSE A, YT CA","2005-09","2","0","11","2","0","0","0","8","0","0","0","24","0","0.0","0.53","63","1108","559","1.03","0.0","46.4","54.9","37.8"
"CA002101300","WHITEHORSE A, YT CA","2005-10","2","0","8","2","3","1","0","19","5","0","0","11","2","1.5","0.13","53","2089","981","0.44","2.5","33.3","40.0","26.7"
"CA002101300","WHITEHORSE A, YT CA","2005-11","2","0","15","4","17","4","4","24","21","0","0","-12","9","2.6","0.24","46","3446","1357","1.13","9.9","18.4","23.4","13.5"
"CA002101300","WHITEHORSE A, YT CA","2005-12","2","0","5","1","7","1","7","30","19","0","0","-18","2","2.1","0.19","44","4894","1448","0.28","3.9","18.3","24.9","11.7"
"CA002101300","WHITEHORSE A, YT CA","2006-01","0","0","8","1","30","3","19","31","31","0","0","-32","7","3.0","0.16","31","6884","1990","0.43","7.6","0.8","7.3","-5.7"
"CA002101300","WHITEHORSE A, YT CA","2006-02","0","0","4","1",,"1","14","28","24","0","0","-24",,"2.6","0.17","40","8378","1494","0.28","4.1","11.7","21.7","1.6"
"CA002101300","WHITEHORSE A, YT CA","2006-03","0","0","7","3","27","3","14","31","19","0","0","-35","8","3.6","0.24","46","10026","1648","0.73","10.6","11.8","22.5","1.2"
"CA002101300","WHITEHORSE A, YT CA","2006-04","0","0","2","2","12","2","0","28","2","0","0","7","7","6.5","0.62","50","10979","953","0.84","9.1","33.2","42.0","24.5"
"CA002101300","WHITEHORSE A, YT CA","2006-05","0","0","6","3","0","0","0","12","0","0","0","25","0","0.2","0.25","67","11623","644","0.63","0.2","44.2","54.7","33.7"
"CA002101300","WHITEHORSE A, YT CA","2006-06","0","0","8","4","0","0","0","0","0","9","0","33","0","0.0","0.92","85","11954","330","1.50","0.0","54.0","66.4","41.6"
"CA002101300","WHITEHORSE A, YT CA","2006-07","0","0","13","5","0","0","0","0","0","17","0","35","0","0.0","0.30","78","232","232","1.31","0.0","57.5","69.5","45.6"
"CA002101300","WHITEHORSE A, YT CA","2006-08","0","0","12","5","0","0","0","0","0","0","0","34","0","0.0","0.25","69","615","383","1.31","0.0","52.7","61.8","43.5"
"CA002101300","WHITEHORSE A, YT CA","2006-09","0","0","11","3","0","0","0","5","0","0","0","28","0","0.0","0.57","65","1167","552","1.40","0.0","46.6","55.3","37.9"
"CA002101300","WHITEHORSE A, YT CA","2006-10","0","0","7","4","8","5","0","24","5","0","0","2","3","2.8","0.28","57","2123","956","0.83","9.3","34.2","41.0","27.4"
"CA002101300","WHITEHORSE A, YT CA","2006-11","0","0","13","5","30","6","23","30","30","0","0","-42","11","3.8","0.26","19","4231","2108","1.26","17.9","-5.3","-0.6","-10.0"
"CA002101300","WHITEHORSE A, YT CA","2006-12","0","0","14","1","31","2","8","31","24","0","0","-12","11","1.7","0.16","34","5732","1501","0.68","9.0","16.6","22.8","10.4"
"CA002101300","WHITEHORSE A, YT CA","2007-01","0","0","8","2","31","3","13","31","29","0","0","-37","9","1.4","0.11","36","7391","1659","0.43","6.1","11.5","19.4","3.5"
"CA002101300","WHITEHORSE A, YT CA","2007-02","0","0","13","4","23","6","16","28","28","0","0","-34","15","2.4","0.17","18","9205","1814","0.98","15.4","0.2","6.1","-5.7"
"CA002101300","WHITEHORSE A, YT CA","2007-03","0","0","13","4","31","3","16","31","25","0","0","-36","20","4.3","0.26","38","10939","1735","1.03","14.1","9.0","18.8","-0.7"
"CA002101300","WHITEHORSE A, YT CA","2007-04",,,"1","0","14","0",,,,,,,"14","0.6","0.04",,,,"0.04","0.6",,,
"CA002101300","WHITEHORSE A, YT CA","2007-05",,"0","2","0",,"0","0","13","0","0","0","23",,"0.0","0.06","68",,"600","0.08","0.0","45.6","56.9","34.4"
"CA002101300","WHITEHORSE A, YT CA","2007-06",,"0","11","3",,"0","0","1","0","5","0","31",,"0.0","0.18","77",,"272","0.92","0.0","55.9","67.5","44.3"
"CA002101300","WHITEHORSE A, YT CA","2007-07",,"2","14","8",,"0","0","0","0","15","0","37",,"0.0","0.74","76","203","203","2.40","0.0","58.5","68.5","48.5"
"CA002101300","WHITEHORSE A, YT CA","2007-08",,"1","10","4",,"0","0","2","0","10","0","31",,"0.0","0.61","80","500","297","1.94","0.0","55.5","67.5","43.4"
"CA002101300","WHITEHORSE A, YT CA","2007-09",,"0","16","6",,"0","0","5","0","0","0","27",,"0.0","0.53","69","1075","575","2.02","0.0","45.8","53.5","38.2"
"CA002101300","WHITEHORSE A, YT CA","2007-10",,"0","12","4",,"5","0","27","4","0","0","16",,"2.0","0.20","48","2072","998","1.02","9.7","32.8","38.4","27.2"
"CA002101300","WHITEHORSE A, YT CA","2007-11",,"0","4","1","15","1","0","30","22","0","0","1","3","1.6","0.11","39","3394","1321","0.23","3.2","20.9","27.4","14.5"
"CA002101300","WHITEHORSE A, YT CA","2007-12",,"0","9","2","31","2","19","31","31","0","0","-29","7","2.4","0.22","28","5336","1942","0.60","7.2","2.4","9.0","-4.3"
"CA002101300","WHITEHORSE A, YT CA","2008-01","0","0","11","4","31","5","21","31","30","0","0","-48","9","2.5","0.20","39","7358","2022","0.78","11.4","-0.2","8.7","-9.1"
"CA002101300","WHITEHORSE A, YT CA","2008-02","0","0","12","4","25","5","13","29","21","0","0","-48","10","2.3","0.15","39","9092","1735","0.92","12.8","5.2","13.3","-2.9"
"CA002101300","WHITEHORSE A, YT CA","2008-03","0","0","7","3","30","2","5","30","9","0","0","-14","12","3.3","0.31","43","10432","1340","0.67","7.9","21.8","32.4","11.1"
"CA002101300","WHITEHORSE A, YT CA","2008-04","0","0","7","2",,"1","0","26","2","0","0","3",,"2.4","0.19","54","11382","949","0.59","4.6","33.4","42.7","24.0"
"CA002101300","WHITEHORSE A, YT CA","2008-05","1","1","8","0",,"0","0","7","0","4","0","26",,"0.2","0.06","81","11955","574","0.23","0.2","46.5","57.1","36.0"
"CA002101300","WHITEHORSE A, YT CA","2008-06","1","0","12","8",,"1","0","1","0","2","0","31",,"1.1","0.37","72","12381","425","1.95","1.1","50.8","62.2","39.5"
"CA002101300","WHITEHORSE A, YT CA","2008-07","1","0","17","7",,"0","0","0","0","5","0","37",,"0.0","0.42","79","332","332","1.98","0.0","54.3","64.2","44.3"
"CA002101300","WHITEHORSE A, YT CA","2008-08","1","0","13","7",,"0","0","1","0","5","0","28",,"0.0","0.50","77","690","358","1.90","0.0","53.5","62.7","44.2"
"CA002101300","WHITEHORSE A, YT CA","2008-09","1","0","10","3",,"0","0","6","0","0","0","24",,"0.5","0.23","61","1283","593","0.70","0.5","45.2","53.8","36.6"
"CA002101300","WHITEHORSE A, YT CA","2008-10","1","0","12","4",,"4","1","25","7","0","0","-5",,"2.1","0.19","59","2315","1032","1.10","8.0","31.7","38.4","25.1"
"CA002101300","WHITEHORSE A, YT CA","2008-11","1","0","7","2","30","2","6","30","25","0","0","-11","7","1.9","0.19","35","3741","1426","0.61","7.0","17.5","23.2","11.8"
"CA002101300","WHITEHORSE A, YT CA","2008-12","1","0","13","3","31","7","21","31","31","0","0","-33","8","2.8","0.21","31","5893","2152","1.13","16.7","-4.4","2.9","-11.8"
"CA002101300","WHITEHORSE A, YT CA","2009-01","0","0","16","6","27","9","20","27","24","0","0","-42","16","3.9","0.31","50","7959","2066","1.67","19.4","-1.7","5.5","-8.8"
"CA002101300","WHITEHORSE A, YT CA","2009-02","0","0","9","3","26","4","19","28","28","0","0","-28","19","5.6","0.50","32","9694","1735","1.29","16.9","3.0","13.2","-7.2"
"CA002101300","WHITEHORSE A, YT CA","2009-03","0","0","10","3","29","3","12","31","24","0","0","-23","18","6.0","0.33","40","11275","1581","1.00","14.6","14.0","23.5","4.5"
"CA002101300","WHITEHORSE A, YT CA","2009-04","0","0","5","1","25","1","1","30","3","0","0","-6","12","1.2","0.13","68","12221","945","0.24","2.6","33.5","44.3","22.6"
"CA002101300","WHITEHORSE A, YT CA","2009-05","0","0","3","2",,"1","0","15","0","1","0","22",,"3.1","0.29","70","12814","594","0.51","3.1","45.2","58.2","32.2"
"CA002101300","WHITEHORSE A, YT CA","2009-06","3","3","6","2",,"0","0","1","0","11","0","30",,"0.0","0.50","84","13092","277","0.86","0.0","55.8","68.6","43.1"
"CA002101300","WHITEHORSE A, YT CA","2009-07","38","35","8","3",,"0","0","0","0","22","2","37",,"0.0","0.28","92","126","126","0.91","0.0","62.0","75.3","48.8"
"CA002101300","WHITEHORSE A, YT CA","2009-08","39","1","13","7",,"0","0","0","0","5","0","35",,"0.0","0.69","81","431","304","2.43","0.0","55.2","64.2","46.2"
"CA002101300","WHITEHORSE A, YT CA","2009-09","39","0","9","2",,"0","0","6","0","0","0","19",,"0.0","0.24","65","1002","571","0.61","0.0","46.0","54.4","37.6"
"CA002101300","WHITEHORSE A, YT CA","2009-10","39","0","13","5",,"3","0","20","4","0","0","4",,"2.8","0.49","47","1996","994","1.66","8.2","32.9","37.7","28.1"
"CA002101300","WHITEHORSE A, YT CA","2009-11","39","0","8","1","29","1","7","30","25","0","0","-10","7","4.6","0.26","36","3419","1423","0.51","8.0","17.6","24.1","11.0"
"CA002101300","WHITEHORSE A, YT CA","2009-12","39","0","4","0","29","0","12","31","28","0","0","-26","5","0.6","0.06","37","5156","1736","0.14","1.6","9.0","15.6","2.4"
"CA002101300","WHITEHORSE A, YT CA","2010-01","0","0","13","3","31","4","14","31","31","0","0","-25","9","3.3","0.31","32","6957","1801","0.91","11.2","6.9","12.3","1.5"
"CA002101300","WHITEHORSE A, YT CA","2010-02","0","0","5","0","27","1","4","28","16","0","0","-7","11","1.7","0.09","38","8196","1239","0.25","3.9","20.8","28.0","13.5"
"CA002101300","WHITEHORSE A, YT CA","2010-03","0","0","3","1","27","2","1","31","10","0","0","-5","8","2.2","0.22","43","9395","1199","0.31","3.9","26.3","34.2","18.4"
"CA002101300","WHITEHORSE A, YT CA","2010-04","0","0","2","0",,"1","0","24","0","0","0","12",,"1.0","0.07","60","10244","848","0.13","1.3","36.7","46.9","26.5"
"CA002101300","WHITEHORSE A, YT CA","2010-05","0","0","6","2",,"1","0","13","0","7","0","25",,"2.7","0.36","77","10789","546","0.87","2.8","47.4","60.5","34.2"
"CA002101300","WHITEHORSE A, YT CA","2010-06","0","0","6","4",,"0","0","0","0","7","0","33",,"0.0","1.13","75","11118","329","1.91","0.0","54.0","65.8","42.3"
"CA002101300","WHITEHORSE A, YT CA","2010-07","0","0","6","3",,"0","0","0","0","13","0","39",,"0.0","0.11","80","231","231","0.56","0.0","57.5","69.1","46.0"
"CA002101300","WHITEHORSE A, YT CA","2010-08","19","19","9","4",,"0","0","1","0","12","0","32",,"0.0","0.50","87","509","278","1.45","0.0","56.6","68.1","45.2"
"CA002101300","WHITEHORSE A, YT CA","2010-09","19","0","13","8",,"2","0","10","0","0","0","23",,"5.9","0.48","64","1106","597","2.00","9.0","44.3","53.3","35.4"
"CA002101300","WHITEHORSE A, YT CA","2010-10","19","0","8","4",,"2","0","22","2","0","0","11",,"2.0","0.35","57","2061","955","1.10","5.7","34.2","40.4","27.9"
"CA002101300","WHITEHORSE A, YT CA","2010-11","19","0","14","8",,"9","2","28","17","0","0","-9",,"5.6","0.31","44","3370","1309","2.20","27.0","21.4","27.4","15.4"
"CA002101300","WHITEHORSE A, YT CA","2010-12","19","0","13","2","29","3","23","31","28","0","0","-33","9","3.0","0.17","36","5480","2110","0.83","12.9","-3.1","4.1","-10.2"
"CA002101300","WHITEHORSE A, YT CA","2011-01","0","0","10","3","29","4","16","31","24","0","0","-41","10","2.1","0.13","36","7315","1835","0.71","10.0","5.8","13.1","-1.6"
"CA002101300","WHITEHORSE A, YT CA","2011-02","0","0","7","0","26","1","18","27","21","0","0","-32","7","1.3","0.07","40","8962","1646","0.30","4.3","6.2","15.4","-3.0"
"CA002101300","WHITEHORSE A, YT CA","2011-03","0","0","3","0","25","0","17","29","18","0","0","-30","5","0.6","0.03","46","10509","1548","0.08","1.3","11.6","23.3","-0.1"
"CA002101300","WHITEHORSE A, YT CA","2011-04","0","0","2","0",,"0","0","29","0","0","0","14",,"0.3","0.03","51","11448","938","0.06","0.4","33.7","42.9","24.6"
"CA002101300","WHITEHORSE A, YT CA","2011-05","0","0","4","3",,"1","0","8","0","7","0","19",,"1.6","0.46","78","12002","554","1.09","2.0","47.1","58.8","35.5"
"CA002101300","WHITEHORSE A, YT CA","2011-06","1","1","11","3",,"0","0","0","0","8","0","35",,"0.0","0.49","80","12310","308","1.26","0.0","54.8","64.9","44.6"
"CA002101300","WHITEHORSE A, YT CA","2011-07","1","0","13","7",,"0","0","0","0","9","0","38",,"0.0","0.62","83","249","249","2.18","0.0","56.9","67.7","46.2"
"CA002101300","WHITEHORSE A, YT CA","2011-08","1","0","14","6",,"0","0","0","0","0","0","34",,"0.0","0.83","69","662","412","2.55","0.0","51.7","60.1","43.3"
"CA002101300","WHITEHORSE A, YT CA","2011-09","1","0","8","2",,"0","0","10","0","0","0","25",,"0.1","0.21","63","1272","610","0.64","0.1","44.7","53.5","35.8"
"CA002101300","WHITEHORSE A, YT CA","2011-10","1","0","9","3",,"2","0","26","0","0","0","21",,"4.7","0.38","53","2216","943","0.90","8.0","34.6","40.5","28.6"
"CA002101300","WHITEHORSE A, YT CA","2011-11","1","0","11","4",,"7","13","28","24","0","0","-30",,"4.3","0.29","38","3853","1637","1.14","19.6","8.5","15.5","1.6"
"CA002101300","WHITEHORSE A, YT CA","2011-12","1","0","7","4","30","4","6","31","17","0","0","-18","10","7.1","0.56","44","5265","1412","1.13","15.2","19.5","28.6","10.3"
"CA002101300","WHITEHORSE A, YT CA","2012-01","0","0","13","4","26","4","22","31","28","0","0","-39","12","1.7","0.13","35","7294","2029","0.81","9.5","-0.5","8.4","-9.3"
"CA002101300","WHITEHORSE A, YT CA","2012-02","0","0","5","1","27","1","3","27","18","0","0","-10","12","1.2","0.17","39","8481","1187","0.32","3.2","21.0","28.7","13.4"
"CA002101300","WHITEHORSE A, YT CA","2012-03","0","0","12","4","28","6","3","30","16","0","0","-6","16","3.5","0.28","45","9820","1339","1.09","15.0","20.5","30.6","10.4"
"CA002101300","WHITEHORSE A, YT CA","2012-04","0","0","7","1",,"1","0","21","0","0","0","10",,"2.0","0.20","54","10626","806","0.50","2.1","37.3","47.7","26.9"
"CA002101300","WHITEHORSE A, YT CA","2012-05","0","0","7","2",,"1","0","14","0","0","0","24",,"4.0","0.37","68","11277","651","0.68","4.3","44.0","52.9","35.0"
"CA002101300","WHITEHORSE A, YT CA","2012-06","6","6","9","3",,"0","0","1","0","4","0","31",,"0.0","0.59","84","11605","327","1.22","0.0","53.0","63.4","42.7"
"CA002101300","WHITEHORSE A, YT CA","2012-07","6","0","9","3",,"0","0","0","0","10","0","35",,"0.0","0.41","81","264","264","1.24","0.0","56.2","67.3","45.1"
"CA002101300","WHITEHORSE A, YT CA","2012-08","6","0","12","8",,"0","0","0","0","7","0","33",,"0.0","0.37","75","568","304","2.26","0.0","55.2","65.7","44.7"
"CA002101300","WHITEHORSE A, YT CA","2012-09","6","0","6","4",,"0","0","4","0","2","0","24",,"0.0","0.25","75","1059","491","0.75","0.0","47.5","55.4","39.5"
"CA002101300","WHITEHORSE A, YT CA","2012-10","6","0","10","1",,"1","2","22","14","0","0","-2",,"1.7","0.12","66","2190","1131","0.45","6.0","27.3","33.4","21.2"
"CA002101300","WHITEHORSE A, YT CA","2013-01",,,"11","2","30",,,,,,,,"17",,"0.35",,,,"0.80",,,,
"CA002101300","WHITEHORSE A, YT CA","2013-02",,,"5","1","27",,,,,,,,"17",,"0.11",,,,"0.30",,,,
"CA002101300","WHITEHORSE A, YT CA","2013-03",,,"4","0","31",,,,,,,,"15",,"0.04",,,,"0.11",,,,
