"STATION","NAME","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"CA002101300","WHITEHORSE A, YT CA","1974-05","0","0","13","6","2","2","0","17","0","0","0","22","1","2.8","0.28","69","14057","669","1.51","4.3","43.4","55.3","31.6"
"CA002101300","WHITEHORSE A, YT CA","1974-06","0","0","10","7","0","0","0","5","0","5","0","29","0","0.0","0.41","73","14505","448","1.52","0.0","50.1","62.0","38.1"
"CA002101300","WHITEHORSE A, YT CA","1974-07","0","0","17","7","0","0","0","0","0","8","0","36","0","0.0","0.38","75","330","330","2.06","0.0","54.4","65.2","43.5"
"CA002101300","WHITEHORSE A, YT CA","1974-08","0","0","18","11","0","2","0","3","0","9","0","32","0","3.4","1.12","81","718","388","4.08","7.6","52.5","63.7","41.3"
"CA002101300","WHITEHORSE A, YT CA","1974-09","0","0","7","4","0","1","0","10","1","2","0","11","0","4.6","0.44","77","1294","576","1.31","4.6","45.8","56.3","35.3"
"CA002101300","WHITEHORSE A, YT CA","1974-10","0","0","12","4","7","3","1","17","4","0","0","-12","7","4.2","0.36","51","2235","941","1.28","8.8","34.6","41.1","28.1"
"CA002101300","WHITEHORSE A, YT CA","1974-11","0","0","6","1","10","1","1","29","17","0","0","0","1","1.2","0.10","47","3465","1230","0.18","2.3","24.0","29.0","18.9"
"CA002101300","WHITEHORSE A, YT CA","1974-12","0","0","11","4","29","6","8","31","25","0","0","-20","12","2.8","0.22","37","5012","1547","1.04","13.6","15.1","22.7","7.5"
"CA002101300","WHITEHORSE A, YT CA","1975-01","0","0","12","2","31","2","18","31","28","0","0","-57","14","1.4","0.13","36","7196","2184","0.64","7.3","-5.5","2.4","-13.4"
"CA002101300","WHITEHORSE A, YT CA","1975-02","0","0","6","0","28","0","17","28","23","0","0","-49","13","0.6","0.05","37","8994","1798","0.20","2.6","0.8","10.7","-9.1"
"CA002101300","WHITEHORSE A, YT CA","1975-03","0","0","7","3","31","3","13","31","23","0","0","-27","15","3.3","0.26","39","10544","1550","0.67","7.8","15.0","27.9","2.1"
"CA002101300","WHITEHORSE A, YT CA","1975-04","0","0","8","3","23","4","0","29","6","0","0","9","14","2.7","0.22","50","11544","1000","0.73","10.2","31.7","39.7","23.6"
"CA002101300","WHITEHORSE A, YT CA","1975-05","0","0","3","0","0","0","0","19","0","1","0","22","0","0.0","0.07","72","12195","652","0.14","0.0","44.0","55.8","32.1"
"CA002101300","WHITEHORSE A, YT CA","1975-06","0","0","10","4","0","0","0","6","0","5","0","27","0","0.0","0.32","78","12639","443","0.87","0.0","50.2","60.9","39.5"
"CA002101300","WHITEHORSE A, YT CA","1975-07","4","4","15","6","0","0","0","0","0","11","0","37","0","0.0","0.60","83","272","272","2.48","0.0","56.4","66.5","46.2"
"CA002101300","WHITEHORSE A, YT CA","1975-08","4","0","18","9","0","0","0","2","0","3","0","30","0","0.0","0.38","77","688","417","1.87","0.0","51.6","62.6","40.5"
"CA002101300","WHITEHORSE A, YT CA","1975-09","4","0","13","6","0","0","0","5","0","0","0","29","0","0.0","0.64","69","1222","533","2.04","0.0","47.2","55.3","39.1"
"CA002101300","WHITEHORSE A, YT CA","1975-10","4","0","12","4","8","4","3","21","6","0","0","-19","4","3.5","0.41","54","2304","1082","1.24","9.9","30.1","36.1","24.1"
"CA002101300","WHITEHORSE A, YT CA","1975-11","4","0","13","0","30","4","15","30","30","0","0","-19","7","1.6","0.09","32","4095","1791","0.49","7.8","5.3","12.5","-1.8"
"CA002101300","WHITEHORSE A, YT CA","1975-12","4","0","16","3","31","3","20","31","28","0","0","-51","13","1.6","0.14","36","6319","2224","0.85","9.1","-6.8","1.9","-15.4"
"CA002101300","WHITEHORSE A, YT CA","1976-01","0","0","11","2","31","2","16","31","22","0","0","-47","19","3.8","0.34","39","8210","1890","0.83","10.4","4.0","12.1","-4.0"
"CA002101300","WHITEHORSE A, YT CA","1976-02","0","0","11","3","29","5","23","29","28","0","0","-32","22","3.1","0.31","38","10080","1871","0.87","11.5","0.5","10.3","-9.3"
"CA002101300","WHITEHORSE A, YT CA","1976-03","0","0","11","2","31","3","10","31","16","0","0","-30","19","1.7","0.15","45","11524","1444","0.54","6.8","18.4","31.1","5.8"
"CA002101300","WHITEHORSE A, YT CA","1976-04","0","0","5","2","26","2","0","29","1","0","0","2","17","6.4","0.14","68","12451","927","0.32","8.0","34.1","44.5","23.7"
"CA002101300","WHITEHORSE A, YT CA","1976-05","0","0","6","2","0","0","0","18","0","0","0","23","0","0.2","0.13","61","13170","718","0.39","0.3","41.8","51.7","32.0"
"CA002101300","WHITEHORSE A, YT CA","1976-06","2","2","11","3","0","0","0","3","0","8","0","30","0","0.0","0.17","81","13533","363","0.83","0.0","53.0","65.7","40.2"
"CA002101300","WHITEHORSE A, YT CA","1976-07","4","2","11","6","0","0","0","0","0","12","0","35","0","0.0","0.24","88","284","284","1.06","0.0","55.9","68.5","43.3"
"CA002101300","WHITEHORSE A, YT CA","1976-08","6","2","12","4","0","0","0","3","0","10","0","28","0","0.0","0.56","83","603","318","1.46","0.0","54.8","67.3","42.3"
"CA002101300","WHITEHORSE A, YT CA","1976-09","6","0","10","0","0","0","0","9","0","2","0","20","0","0.0","0.07","71","1169","566","0.27","0.0","46.1","56.0","36.2"
"CA002101300","WHITEHORSE A, YT CA","1976-10","6","0","8","3","1","2","0","26","4","0","0","17","1","3.1","0.34","55","2107","938","0.87","6.7","34.8","42.0","27.5"
"CA002101300","WHITEHORSE A, YT CA","1976-11","6","0","4","1","14","1","1","22","6","0","0","-3","1","1.4","0.14","47","3131","1024","0.25","2.6","30.8","36.5","25.2"
"CA002101300","WHITEHORSE A, YT CA","1976-12","6","0","10","5","28","5","15","31","29","0","0","-18","8","3.6","0.24","41","4799","1668","0.97","14.4","11.2","19.2","3.3"
"CA002101300","WHITEHORSE A, YT CA","1977-01","0","0","12","3","31","5","5","31","19","0","0","-13","9","2.5","0.18","48","6271","1472","0.75","10.9","17.5","24.9","10.1"
"CA002101300","WHITEHORSE A, YT CA","1977-02","0","0","5","0","28","0","1","27","8","0","0","-1","9","0.8","0.07","43","7337","1066","0.27","3.7","26.9","34.6","19.2"
"CA002101300","WHITEHORSE A, YT CA","1977-03","0","0","8","1","31","2","6","31","20","0","0","-9","11","3.0","0.13","40","8735","1398","0.34","7.8","19.9","30.0","9.8"
"CA002101300","WHITEHORSE A, YT CA","1977-04","0","0","6","0","11","1","0","26","2","0","0","1","12","1.2","0.06","62","9605","870","0.19","2.7","36.0","45.5","26.5"
"CA002101300","WHITEHORSE A, YT CA","1977-05","0","0","9","3","0","0","0","14","0","0","0","21","0","0.0","0.48","66","10273","668","1.12","0.0","43.5","55.1","31.8"
"CA002101300","WHITEHORSE A, YT CA","1977-06","0","0","11","6","0","0","0","2","0","7","0","31","0","0.6","0.50","76","10660","387","2.00","0.6","52.1","64.8","39.3"
"CA002101300","WHITEHORSE A, YT CA","1977-07","0","0","12","10","0","0","0","0","0","12","0","35","0","0.0","0.63","81","284","284","3.33","0.0","55.8","67.2","44.5"
"CA002101300","WHITEHORSE A, YT CA","1977-08","9","9","7","3","0","0","0","0","0","19","0","34","0","0.0","0.42","86","479","195","0.91","0.0","59.0","72.1","45.9"
"CA002101300","WHITEHORSE A, YT CA","1977-09","9","0","12","5","0","0","0","11","0","0","0","23","0","0.4","0.52","65","1094","615","1.86","0.4","44.5","54.0","35.0"
"CA002101300","WHITEHORSE A, YT CA","1977-10","9","0","10","2","0","0","0","17","0","0","0","19","0","0.9","0.21","49","1992","899","0.61","2.3","36.0","42.1","29.9"
"CA002101300","WHITEHORSE A, YT CA","1977-11","9","0","11","3","24","6","14","30","29","0","0","-27","10","1.9","0.17","33","3733","1741","0.75","12.0","7.0","14.5","-0.6"
"CA002101300","WHITEHORSE A, YT CA","1977-12","9","0","7","1","31","1","28","31","31","0","0","-51","11","1.2","0.11","32","6214","2480","0.37","5.2","-15.0","-7.6","-22.4"
"CA002101300","WHITEHORSE A, YT CA","1978-01","0","0","1","0","31","0","20","31","29","0","0","-47","11","0.6","0.03","43","8242","2028","0.06","1.2","-0.4","7.3","-8.2"
"CA002101300","WHITEHORSE A, YT CA","1978-02","0","0","5","0","28","0","9","28","19","0","0","-38","9","0.5","0.04","39","9663","1421","0.13","1.6","14.3","24.2","4.3"
"CA002101300","WHITEHORSE A, YT CA","1978-03","0","0","5","0","31","1","6","31","11","0","0","-30","8","1.8","0.06","41","11013","1350","0.19","3.4","21.5","31.5","11.3"
"CA002101300","WHITEHORSE A, YT CA","1978-04","0","0","7","2","21","2","0","28","1","0","0","8","7","1.5","0.15","58","11947","933","0.49","4.5","33.9","44.7","23.1"
"CA002101300","WHITEHORSE A, YT CA","1978-05","0","0","5","1","0","0","0","17","0","0","0","23","0","0.0","0.24","63","12602","656","0.44","0.0","43.8","55.1","32.6"
"CA002101300","WHITEHORSE A, YT CA","1978-06","0","0","9","3","0","0","0","0","0","7","0","33","0","0.0","0.42","76","12966","364","1.27","0.0","52.9","65.0","40.7"
"CA002101300","WHITEHORSE A, YT CA","1978-07","7","7","7","5","0","0","0","0","0","15","0","36","0","0.0","0.21","87","248","248","0.87","0.0","57.2","69.8","44.7"
"CA002101300","WHITEHORSE A, YT CA","1978-08","10","3","13","4","0","0","0","1","0","10","0","31","0","0.0","0.20","85","541","293","0.94","0.0","55.7","67.1","44.2"
"CA002101300","WHITEHORSE A, YT CA","1978-09","10","0","5","2","0","0","0","11","0","0","0","22","0","0.0","0.20","69","1121","580","0.53","0.0","45.7","56.1","35.2"
"CA002101300","WHITEHORSE A, YT CA","1978-10","10","0","11","5","3","2","0","13","0","0","0","13","3","3.4","0.27","56","1947","826","1.06","6.5","38.4","45.0","31.7"
"CA002101300","WHITEHORSE A, YT CA","1978-11","10","0","12","7","29","8","11","29","25","0","0","-29","20","5.7","0.24","41","3489","1542","1.50","27.2","13.6","20.5","6.7"
"CA002101300","WHITEHORSE A, YT CA","1978-12","10","0","12","2","31","3","18","31","26","0","0","-32","19","5.0","0.27","36","5280","1791","0.73","11.9","7.2","16.1","-1.7"
"CA002101300","WHITEHORSE A, YT CA","1979-01","0","0","4","0","31","0","26","31","31","0","0","-42","19","0.9","0.05","32","7540","2260","0.18","3.0","-7.9","1.1","-17.0"
"CA002101300","WHITEHORSE A, YT CA","1979-02","0","0","12","1","28","1","28","28","28","0","0","-49","22","1.1","0.10","13","9873","2333","0.50","6.1","-18.3","-9.2","-27.5"
"CA002101300","WHITEHORSE A, YT CA","1979-03","0","0","10","4","31","4","8","29","10","0","0","-16","25","3.2","0.22","53","11140","1267","0.86","10.2","24.1","33.0","15.3"
"CA002101300","WHITEHORSE A, YT CA","1979-04","0","0","1","0","25","1","2","28","2","0","0","-10","22","1.8","0.02","69","12078","937","0.02","1.8","33.8","46.9","20.6"
"CA002101300","WHITEHORSE A, YT CA","1979-05","0","0","4","1","1","1","0","13","0","0","0","22","1","1.6","0.11","68","12732","654","0.24","1.6","43.9","55.1","32.7"
"CA002101300","WHITEHORSE A, YT CA","1979-06","0","0","16","9","0","0","0","2","0","0","0","30","0","0.0","0.26","68","13123","391","2.04","0.0","52.0","62.0","41.9"
"CA002101300","WHITEHORSE A, YT CA","1979-07","0","0","17","8","0","0","0","0","0","11","0","34","0","0.0","0.69","79","259","259","2.55","0.0","56.7","67.1","46.2"
"CA002101300","WHITEHORSE A, YT CA","1979-08","0","0","4","2","0","0","0","0","0","17","0","35","0","0.0","0.13","81","508","250","0.40","0.0","56.9","70.7","43.2"
"CA002101300","WHITEHORSE A, YT CA","1979-09","0","0","9","5","0","0","0","8","0","0","0","23","0","0.0","0.59","66","1046","538","1.46","0.0","47.1","56.7","37.5"
"CA002101300","WHITEHORSE A, YT CA","1979-10","0","0","5","0","0","0","0","19","0","0","0","15","0","0.7","0.08","61","1884","838","0.22","1.1","38.0","45.3","30.6"
"CA002101300","WHITEHORSE A, YT CA","1979-11","0","0","6","2","0","1","1","26","16","0","0","-2","0","3.0","0.37","41","3064","1179","0.78","4.3","25.7","31.2","20.2"
"CA002101300","WHITEHORSE A, YT CA","1979-12","0","0","14","4","24","5","19","31","26","0","0","-39","6","1.8","0.15","37","4988","1924","0.91","10.2","2.9","12.0","-6.2"
"CA002101300","WHITEHORSE A, YT CA","1980-01","0","0","13","2","29","3","24","31","27","0","0","-46","15","1.5","0.15","42","7191","2203","0.79","8.9","-6.1","2.3","-14.4"
"CA002101300","WHITEHORSE A, YT CA","1980-02","0","0","3","1","29","1","10","29","16","0","0","-26","16","2.9","0.18","39","8573","1382","0.22","3.3","17.3","26.0","8.6"
"CA002101300","WHITEHORSE A, YT CA","1980-03","0","0","6","0","31","2","6","31","16","0","0","-11","19","1.5","0.08","43","9941","1368","0.27","4.2","20.9","30.1","11.7"
"CA002101300","WHITEHORSE A, YT CA","1980-04","0","0","4","0","15","0","0","23","0","0","0","16","12","0.6","0.06","53","10759","818","0.13","1.4","37.7","46.0","29.5"
"CA002101300","WHITEHORSE A, YT CA","1980-05","0","0","4","0","0","0","0","18","0","0","0","22","0","0.0","0.06","69","11378","619","0.15","0.0","45.0","58.2","31.9"
"CA002101300","WHITEHORSE A, YT CA","1980-06","7","7","8","2","0","0","0","1","0","15","0","32","0","0.0","0.20","86","11643","265","0.62","0.0","56.4","70.1","42.8"
"CA002101300","WHITEHORSE A, YT CA","1980-07","7","0","11","5","0","0","0","0","0","10","0","37","0","0.0","0.33","79","241","241","1.31","0.0","57.2","68.0","46.5"
"CA002101300","WHITEHORSE A, YT CA","1980-08","9","2","15","5","0","0","0","4","0","6","0","29","0","0.0","0.19","82","625","384","1.35","0.0","52.6","63.7","41.6"
"CA002101300","WHITEHORSE A, YT CA","1980-09","9","0","11","8","0","1","0","9","0","0","0","26","0","3.5","0.69","67","1298","673","2.44","3.8","42.6","50.5","34.6"
"CA002101300","WHITEHORSE A, YT CA","1980-10","9","0","8","5","0","2","0","16","1","0","0","13","1","2.4","0.39","56","2131","832","1.09","4.5","38.2","45.4","30.9"
"CA002101300","WHITEHORSE A, YT CA","1980-11","9","0","13","5","29","6","1","29","13","0","0","-7","9","4.2","0.23","43","3295","1165","1.13","14.8","26.2","31.5","20.8"
"CA002101300","WHITEHORSE A, YT CA","1980-12","9","0","10","5","31","6","29","31","29","0","0","-49","27","10.6","0.74","34","5791","2496","1.56","21.1","-18.1","-10.9","-25.2"
"CA002101300","WHITEHORSE A, YT CA","1981-01","0","0","11","2","31","2","2","28","13","0","0","-14","22","1.3","0.13","43","7040","1249","0.59","4.5","24.7","30.9","18.5"
"CA002101300","WHITEHORSE A, YT CA","1981-02","0","0","7","3","28","4","13","28","25","0","0","-29","19","3.0","0.19","38","8537","1497","0.67","10.9","11.5","20.0","3.0"
"CA002101300","WHITEHORSE A, YT CA","1981-03","0","0","1","0","31","0","2","31","6","0","0","-8","17","0.3","0.03","44","9678","1142","0.06","0.8","28.2","36.9","19.5"
"CA002101300","WHITEHORSE A, YT CA","1981-04","0","0","8","0","24","0","2","28","8","0","0","-5","13","0.8","0.09","53","10781","1103","0.33","3.1","28.2","37.6","18.9"
"CA002101300","WHITEHORSE A, YT CA","1981-05","0","0","4","0","0","0","0","11","0","2","0","26","0","0.0","0.07","76","11308","527","0.19","0.0","48.0","60.7","35.3"
"CA002101300","WHITEHORSE A, YT CA","1981-06","0","0","11","7","0","0","0","1","0","1","0","27","0","0.0","0.29","70","11724","416","1.48","0.0","51.2","62.7","39.6"
"CA002101300","WHITEHORSE A, YT CA","1981-07","1","1","13","4","0","0","0","0","0","17","0","38","0","0.0","0.22","81","222","222","1.05","0.0","57.9","69.9","45.8"
"CA002101300","WHITEHORSE A, YT CA","1981-08","2","0","9","3","0","0","0","1","0","9","0","29","0","0.1","0.38","78","528","306","1.04","0.1","55.1","65.5","44.8"
"CA002101300","WHITEHORSE A, YT CA","1981-09","2","0","14","5","0","1","0","10","0","0","0","24","0","1.2","0.36","62","1166","638","1.48","2.1","43.7","52.4","35.1"
"CA002101300","WHITEHORSE A, YT CA","1981-10","2","0","14","3","1","2","0","21","0","0","0","14","2","2.4","0.39","57","2093","927","1.13","7.9","35.1","41.1","29.1"
"CA002101300","WHITEHORSE A, YT CA","1981-11","2","0","9","3","27","4","1","29","19","0","0","-1","6","4.2","0.35","44","3343","1249","0.83","13.9","23.4","29.2","17.5"
"CA002101300","WHITEHORSE A, YT CA","1981-12","2","0","5","1","31","3","18","31","29","0","0","-45","6","1.3","0.24","37","5274","1932","0.52","4.8","2.7","10.1","-4.7"
"CA002101300","WHITEHORSE A, YT CA","1982-01","0","0","7","2","31","2","31","31","31","0","0","-47","9","1.7","0.13","4","8038","2763","0.41","6.1","-24.1","-16.2","-32.1"
"CA002101300","WHITEHORSE A, YT CA","1982-02","0","0","8","3","28","3","16","28","27","0","0","-39","17","6.6","0.34","32","9872","1835","0.96","15.9","-0.5","8.1","-9.1"
"CA002101300","WHITEHORSE A, YT CA","1982-03","0","0","9","2","31","5","11","31","23","0","0","-36","18","3.9","0.22","42","11419","1547","0.69","11.0","15.1","25.9","4.3"
"CA002101300","WHITEHORSE A, YT CA","1982-04","0","0","3","1","29","2","2","29","4","0","0","-15","16","2.2","0.13","53","12526","1107","0.25","4.3","28.1","37.8","18.4"
"CA002101300","WHITEHORSE A, YT CA","1982-05","0","0","5","1","0","0","0","15","0","0","0","21","0","0.0","0.11","69","13248","722","0.29","0.0","41.7","51.9","31.5"
"CA002101300","WHITEHORSE A, YT CA","1982-06","0","0","2","1","0","0","0","0","0","13","0","32","0","0.0","0.20","85","13548","300","0.24","0.0","55.0","68.8","41.2"
"CA002101300","WHITEHORSE A, YT CA","1982-07","2","1","9","3","0","0","0","0","0","21","0","35","0","0.0","0.37","87","188","188","0.97","0.0","59.0","72.2","45.7"
"CA002101300","WHITEHORSE A, YT CA","1982-08","2","0","12","6","0","0","0","0","0","3","0","32","0","0.0","0.41","78","571","383","1.94","0.0","52.6","63.5","41.8"
"CA002101300","WHITEHORSE A, YT CA","1982-09","2","0","11","5","0","0","0","10","0","2","0","23","0","0.0","0.43","75","1097","526","1.39","0.0","47.5","57.4","37.5"
"CA002101300","WHITEHORSE A, YT CA","1982-10","2","0","14","7","14","8","3","23","8","0","0","-24","8","4.3","0.27","55","2231","1134","1.67","18.3","28.4","36.2","20.6"
"CA002101300","WHITEHORSE A, YT CA","1982-11","2","0","4","1","30","1","13","30","24","0","0","-31","8","1.7","0.16","38","3829","1599","0.26","4.0","11.7","18.8","4.6"
"CA002101300","WHITEHORSE A, YT CA","1982-12","2","0","6","1","31","2","16","31","25","0","0","-27","9","1.7","0.13","45","5538","1708","0.37","6.2","9.9","17.4","2.4"
"CA002101300","WHITEHORSE A, YT CA","1983-01","0","0","7","3","31","3","21","31","30","0","0","-49","15","3.9","0.32","32","7645","2107","0.69","11.2","-3.0","4.9","-10.9"
"CA002101300","WHITEHORSE A, YT CA","1983-02","0","0","4","0","28","1","11","28","25","0","0","-35","16","2.6","0.05","41","9159","1513","0.13","3.9","10.9","19.3","2.6"
"CA002101300","WHITEHORSE A, YT CA","1983-03","0","0","5","0","31","2","13","31","17","0","0","-22","15","1.3","0.06","43","10600","1441","0.21","4.6","18.5","30.9","6.1"
"CA002101300","WHITEHORSE A, YT CA","1983-04","0","0","2","1","18","0","0","23","0","0","0","7","12","0.7","0.17","68","11467","867","0.19","0.8","36.1","46.8","25.4"
"CA002101300","WHITEHORSE A, YT CA","1983-05","13","13","6","0","0","0","0","14","0","3","1","26","0","0.0","0.07","93","12056","589","0.26","0.0","46.4","57.9","34.9"
"CA002101300","WHITEHORSE A, YT CA","1983-06","15","2","13","6","0","0","0","1","0","8","0","31","0","0.0","0.43","85","12348","292","1.47","0.0","55.3","67.5","43.1"
"CA002101300","WHITEHORSE A, YT CA","1983-07","15","0","16","7","0","0","0","0","0","12","0","35","0","0.0","0.39","77","262","262","2.17","0.0","56.6","67.8","45.3"
"CA002101300","WHITEHORSE A, YT CA","1983-08","15","0","12","4","0","0","0","0","0","3","0","33","0","0.0","0.31","72","641","379","1.07","0.0","52.8","62.4","43.2"
"CA002101300","WHITEHORSE A, YT CA","1983-09","15","0","8","5","3","1","1","15","2","0","0","-3","2","1.9","0.97","65","1382","741","1.98","1.9","40.3","49.2","31.4"
"CA002101300","WHITEHORSE A, YT CA","1983-10","15","0","7","3","4","3","1","25","3","0","0","-6","5","3.2","0.20","54","2382","1001","0.77","7.6","32.7","39.1","26.3"
"CA002101300","WHITEHORSE A, YT CA","1983-11","15","0","2","0","27","0","5","30","29","0","0","-7","2","0.5","0.02","34","3872","1490","0.08","2.0","15.3","21.0","9.7"
"CA002101300","WHITEHORSE A, YT CA","1983-12","15","0","2","0","31","1","29","31","31","0","0","-37","5","2.5","0.08","22","6229","2356","0.12","3.6","-11.0","-4.3","-17.8"
"CA002101300","WHITEHORSE A, YT CA","1984-01","0","0","10","1","31","2","16","31","21","0","0","-45","12","5.3","0.20","39","7968","1739","0.66","12.8","8.9","17.9","-0.1"
"CA002101300","WHITEHORSE A, YT CA","1984-02","0","0","6","2","29","2","3","29","20","0","0","-4","12","3.0","0.17","41","9253","1285","0.43","6.2","20.7","29.1","12.2"
"CA002101300","WHITEHORSE A, YT CA","1984-03","0","0","6","1","31","1","0","27","2","0","0","6","9","1.6","0.10","48","10271","1017","0.28","3.4","32.2","39.5","24.8"
"CA002101300","WHITEHORSE A, YT CA","1984-04","0","0","2","0","9","0","0","25","0","0","0","17","3","0.3","0.03","60","11123","852","0.06","0.6","36.6","46.8","26.4"
"CA002101300","WHITEHORSE A, YT CA","1984-05","0","0","12","4","0","0","0","15","0","0","0","22","0","0.0","0.21","63","11766","643","1.10","0.0","44.3","56.1","32.4"
"CA002101300","WHITEHORSE A, YT CA","1984-06","0","0","9","2","0","0","0","3","0","4","0","30","0","0.0","0.14","71","12149","383","0.57","0.0","52.2","63.5","41.0"
"CA002101300","WHITEHORSE A, YT CA","1984-07","0","0","9","4","0","0","0","1","0","13","0","31","0","0.0","0.19","75","326","326","0.78","0.0","54.5","67.3","41.7"
"CA002101300","WHITEHORSE A, YT CA","1984-08","9","9","12","8","0","0","0","5","0","9","0","29","0","0.9","0.83","86","699","372","2.59","1.8","53.3","64.5","42.1"
"CA002101300","WHITEHORSE A, YT CA","1984-09","9","0","7","5","0","0","0","17","0","0","0","21","0","0.0","0.18","58","1347","648","0.82","0.0","43.4","53.8","33.0"
"CA002101300","WHITEHORSE A, YT CA","1984-10","9","0","12","3","3","4","4","21","10","0","0","-22","2","1.5","0.24","54","2475","1128","0.98","7.4","28.6","35.7","21.5"
"CA002101300","WHITEHORSE A, YT CA","1984-11","9","0","10","1","30","2","7","30","28","0","0","-21","4","2.1","0.13","35","4030","1555","0.41","7.8","13.2","18.8","7.5"
"CA002101300","WHITEHORSE A, YT CA","1984-12","9","0","15","5","31","7","22","31","30","0","0","-48","13","3.5","0.28","33","6068","2038","1.26","16.9","-0.7","7.6","-9.1"
"CA002101300","WHITEHORSE A, YT CA","1985-01","0","0","12","5","31","8","3","31","15","0","0","-5","15","4.1","0.23","41","7351","1283","1.27","17.0","23.6","30.6","16.6"
"CA002101300","WHITEHORSE A, YT CA","1985-02","0","0","13","2","28","4","21","28","24","0","0","-43","21","3.9","0.17","40","9191","1840","0.72","13.1","-0.7","8.6","-10.0"
"CA002101300","WHITEHORSE A, YT CA","1985-03","0","0","4","1","31","1","4","31","13","0","0","-16","20","3.1","0.17","41","10550","1359","0.27","4.8","21.2","31.2","11.1"
"CA002101300","WHITEHORSE A, YT CA","1985-04","0","0","4","2","30","2","0","29","2","0","0","7","13","3.4","0.21","45","11590","1040","0.38","6.1","30.3","38.6","22.0"
"CA002101300","WHITEHORSE A, YT CA","1985-05","0","0","6","2","1","0","0","14","0","0","0","24","2","0.9","0.12","68","12267","677","0.40","1.1","43.1","54.0","32.3"
"CA002101300","WHITEHORSE A, YT CA","1985-06","0","0","9","3","0","0","0","4","0","5","0","29","0","0.0","1.77","81","12736","469","2.54","0.0","49.4","60.4","38.3"
"CA002101300","WHITEHORSE A, YT CA","1985-07","0","0","10","2","0","0","0","0","0","13","0","37","0","0.0","0.24","78","246","246","0.87","0.0","57.1","68.6","45.5"
"CA002101300","WHITEHORSE A, YT CA","1985-08","0","0","14","3","0","0","0","1","0","5","0","31","0","0.0","0.40","76","648","402","1.03","0.0","52.0","63.0","41.0"
"CA002101300","WHITEHORSE A, YT CA","1985-09","0","0","13","5","0","0","0","11","0","0","0","24","0","0.4","0.20","67","1268","620","1.08","0.6","44.3","53.7","35.0"
"CA002101300","WHITEHORSE A, YT CA","1985-10","0","0","14","4","12","5","0","28","13","0","0","1","5","2.0","0.20","49","2441","1173","0.92","12.6","27.2","34.3","20.0"
"CA002101300","WHITEHORSE A, YT CA","1985-11","0","0","5","1","30","3","21","30","30","0","0","-35","7","4.2","0.34","32","4409","1968","0.54","9.4","-0.6","7.4","-8.6"
"CA002101300","WHITEHORSE A, YT CA","1985-12","0","0","8","0","29","0","4","25","16","0","0","-36","9","0.9","0.09","45","5805","1395","0.34","4.4","20.0","26.9","13.1"
"CA002101300","WHITEHORSE A, YT CA","1986-01","0","0","10","2","31","3","1","31","24","0","0","-5","11","2.1","0.21","37","7258","1454","0.61","9.8","18.1","23.6","12.6"
"CA002101300","WHITEHORSE A, YT CA","1986-02","0","0","3","1","28","1","17","28","18","0","0","-28","10","1.4","0.11","41","8824","1566","0.18","2.1","9.1","19.8","-1.7"
"CA002101300","WHITEHORSE A, YT CA","1986-03","0","0","9","8","31","8","9","31","16","0","0","-16","19","5.0","0.39","42","10254","1430","1.73","24.5","18.9","28.5","9.2"
"CA002101300","WHITEHORSE A, YT CA","1986-04","0","0","4","2","30","2","8","29","9","0","0","-21","15","4.5","0.29","48","11484","1230","0.47","6.5","24.0","35.4","12.6"
"CA002101300","WHITEHORSE A, YT CA","1986-05","0","0","5","1","1","1","0","16","0","0","0","24","3","2.7","0.41","60","12204","720","0.65","3.1","41.8","51.7","31.9"
"CA002101300","WHITEHORSE A, YT CA","1986-06","0","0","6","1","0","0","0","2","0","12","0","29","0","0.0","0.10","77","12581","378","0.35","0.0","52.4","65.4","39.4"
"CA002101300","WHITEHORSE A, YT CA","1986-07","6","6","18","8","0","0","0","0","0","15","0","40","0","0.0","0.63","83","234","234","2.63","0.0","57.6","69.1","46.1"
"CA002101300","WHITEHORSE A, YT CA","1986-08","6","0","16","7","0","0","0","4","0","4","0","29","0","0.0","0.54","73","637","402","2.13","0.0","52.0","61.1","43.0"
"CA002101300","WHITEHORSE A, YT CA","1986-09","6","0","10","5","5","3","0","14","1","1","0","24","8","5.8","0.99","71","1272","636","2.52","11.7","43.8","54.4","33.2"
"CA002101300","WHITEHORSE A, YT CA","1986-10","6","0","14","2","0","0","1","14","6","0","0","0","0","0.2","0.38","58","2158","886","1.18","0.4","36.4","42.2","30.7"
"CA002101300","WHITEHORSE A, YT CA","1986-11","6","0","9","5","25","6","12","28","24","0","0","-29","7","2.6","0.26","47","3767","1609","1.06","12.8","11.4","18.9","3.8"
"CA002101300","WHITEHORSE A, YT CA","1986-12","6","0","4","1","31","1","3","30","21","0","0","-8","7","1.7","0.15","49","5071","1303","0.31","3.9","23.0","29.0","16.9"
"CA002101300","WHITEHORSE A, YT CA","1987-01","0","0","2","0","31","2","9","31","22","0","0","-29","8","1.3","0.07","38","6597","1526","0.12","2.8","15.8","22.6","8.9"
"CA002101300","WHITEHORSE A, YT CA","1987-02","0","0","10","3","28","3","3","28","22","0","0","-7","11","3.4","0.12","40","7865","1268","0.59","10.2","19.7","25.8","13.6"
